INFO 2025-01-13 22:11:14,926 middlewares 2025-01-13 22:11:14 | IP: 127.0.0.1 | Path: /admin/customUser/customuser/14/change/ | 0.027s | SELECT "django_session"."session_key", "django_session"."session_data", "django_session"."expire_date" FROM "django_session" WHERE ("django_session"."expire_date" > '2025-01-13T22:11:12.134490+00:00'::timestamptz AND "django_session"."session_key" = 'tdwrjqgmd2417aa67y9c2ec5lctp96a3') LIMIT 21
INFO 2025-01-13 22:11:14,926 middlewares 2025-01-13 22:11:14 | IP: 127.0.0.1 | Path: /admin/customUser/customuser/14/change/ | 0.026s | SELECT "django_content_type"."id", "django_content_type"."app_label", "django_content_type"."model" FROM "django_content_type" WHERE "django_content_type"."id" = 8 LIMIT 21
INFO 2025-01-13 22:11:14,926 middlewares 2025-01-13 22:11:14 | IP: 127.0.0.1 | Path: /admin/customUser/customuser/14/change/ | 0.026s | SELECT "django_content_type"."id", "django_content_type"."app_label", "django_content_type"."model" FROM "django_content_type" WHERE "django_content_type"."id" = 8 LIMIT 21
INFO 2025-01-13 22:11:14,926 middlewares 2025-01-13 22:11:14 | IP: 127.0.0.1 | Path: /admin/customUser/customuser/14/change/ | 0.025s | SELECT "django_content_type"."id", "django_content_type"."app_label", "django_content_type"."model" FROM "django_content_type" WHERE "django_content_type"."id" = 9 LIMIT 21
INFO 2025-01-13 22:11:14,926 middlewares 2025-01-13 22:11:14 | IP: 127.0.0.1 | Path: /admin/customUser/customuser/14/change/ | 0.025s | SELECT "django_content_type"."id", "django_content_type"."app_label", "django_content_type"."model" FROM "django_content_type" WHERE "django_content_type"."id" = 9 LIMIT 21
INFO 2025-01-13 22:11:14,926 middlewares 2025-01-13 22:11:14 | IP: 127.0.0.1 | Path: /admin/customUser/customuser/14/change/ | 0.025s | SELECT "django_content_type"."id", "django_content_type"."app_label", "django_content_type"."model" FROM "django_content_type" WHERE "django_content_type"."id" = 9 LIMIT 21
INFO 2025-01-13 22:11:14,926 middlewares 2025-01-13 22:11:14 | IP: 127.0.0.1 | Path: /admin/customUser/customuser/14/change/ | 0.025s | SELECT "django_content_type"."id", "django_content_type"."app_label", "django_content_type"."model" FROM "django_content_type" WHERE "django_content_type"."id" = 9 LIMIT 21
INFO 2025-01-13 22:11:14,926 middlewares 2025-01-13 22:11:14 | IP: 127.0.0.1 | Path: /admin/customUser/customuser/14/change/ | 0.025s | SELECT "django_content_type"."id", "django_content_type"."app_label", "django_content_type"."model" FROM "django_content_type" WHERE "django_content_type"."id" = 1 LIMIT 21
INFO 2025-01-13 22:11:14,926 middlewares 2025-01-13 22:11:14 | IP: 127.0.0.1 | Path: /admin/customUser/customuser/14/change/ | 0.026s | SELECT "django_content_type"."id", "django_content_type"."app_label", "django_content_type"."model" FROM "django_content_type" WHERE "django_content_type"."id" = 1 LIMIT 21
INFO 2025-01-13 22:11:14,926 middlewares 2025-01-13 22:11:14 | IP: 127.0.0.1 | Path: /admin/customUser/customuser/14/change/ | 0.025s | SELECT "django_content_type"."id", "django_content_type"."app_label", "django_content_type"."model" FROM "django_content_type" WHERE "django_content_type"."id" = 1 LIMIT 21
INFO 2025-01-13 22:11:14,926 middlewares 2025-01-13 22:11:14 | IP: 127.0.0.1 | Path: /admin/customUser/customuser/14/change/ | 0.026s | SELECT "django_content_type"."id", "django_content_type"."app_label", "django_content_type"."model" FROM "django_content_type" WHERE "django_content_type"."id" = 1 LIMIT 21
INFO 2025-01-13 22:11:14,926 middlewares 2025-01-13 22:11:14 | IP: 127.0.0.1 | Path: /admin/customUser/customuser/14/change/ | 0.025s | SELECT "django_content_type"."id", "django_content_type"."app_label", "django_content_type"."model" FROM "django_content_type" WHERE "django_content_type"."id" = 3 LIMIT 21
INFO 2025-01-13 22:11:14,926 middlewares 2025-01-13 22:11:14 | IP: 127.0.0.1 | Path: /admin/customUser/customuser/14/change/ | 0.025s | SELECT "django_content_type"."id", "django_content_type"."app_label", "django_content_type"."model" FROM "django_content_type" WHERE "django_content_type"."id" = 3 LIMIT 21
INFO 2025-01-13 22:11:14,926 middlewares 2025-01-13 22:11:14 | IP: 127.0.0.1 | Path: /admin/customUser/customuser/14/change/ | 0.025s | SELECT "django_content_type"."id", "django_content_type"."app_label", "django_content_type"."model" FROM "django_content_type" WHERE "django_content_type"."id" = 3 LIMIT 21
INFO 2025-01-13 22:11:14,927 middlewares 2025-01-13 22:11:14 | IP: 127.0.0.1 | Path: /admin/customUser/customuser/14/change/ | 0.026s | SELECT "django_content_type"."id", "django_content_type"."app_label", "django_content_type"."model" FROM "django_content_type" WHERE "django_content_type"."id" = 3 LIMIT 21
INFO 2025-01-13 22:11:14,927 middlewares 2025-01-13 22:11:14 | IP: 127.0.0.1 | Path: /admin/customUser/customuser/14/change/ | 0.026s | SELECT "django_content_type"."id", "django_content_type"."app_label", "django_content_type"."model" FROM "django_content_type" WHERE "django_content_type"."id" = 2 LIMIT 21
INFO 2025-01-13 22:11:14,927 middlewares 2025-01-13 22:11:14 | IP: 127.0.0.1 | Path: /admin/customUser/customuser/14/change/ | 0.026s | SELECT "django_content_type"."id", "django_content_type"."app_label", "django_content_type"."model" FROM "django_content_type" WHERE "django_content_type"."id" = 2 LIMIT 21
INFO 2025-01-13 22:11:14,927 middlewares 2025-01-13 22:11:14 | IP: 127.0.0.1 | Path: /admin/customUser/customuser/14/change/ | 0.025s | SELECT "django_content_type"."id", "django_content_type"."app_label", "django_content_type"."model" FROM "django_content_type" WHERE "django_content_type"."id" = 2 LIMIT 21
INFO 2025-01-13 22:11:14,927 middlewares 2025-01-13 22:11:14 | IP: 127.0.0.1 | Path: /admin/customUser/customuser/14/change/ | 0.025s | SELECT "django_content_type"."id", "django_content_type"."app_label", "django_content_type"."model" FROM "django_content_type" WHERE "django_content_type"."id" = 2 LIMIT 21
INFO 2025-01-13 22:11:14,927 middlewares 2025-01-13 22:11:14 | IP: 127.0.0.1 | Path: /admin/customUser/customuser/14/change/ | 0.025s | SELECT "django_content_type"."id", "django_content_type"."app_label", "django_content_type"."model" FROM "django_content_type" WHERE "django_content_type"."id" = 6 LIMIT 21
INFO 2025-01-13 22:11:14,927 middlewares 2025-01-13 22:11:14 | IP: 127.0.0.1 | Path: /admin/customUser/customuser/14/change/ | 0.025s | SELECT "django_content_type"."id", "django_content_type"."app_label", "django_content_type"."model" FROM "django_content_type" WHERE "django_content_type"."id" = 6 LIMIT 21
INFO 2025-01-13 22:11:14,927 middlewares 2025-01-13 22:11:14 | IP: 127.0.0.1 | Path: /admin/customUser/customuser/14/change/ | 0.025s | SELECT "django_content_type"."id", "django_content_type"."app_label", "django_content_type"."model" FROM "django_content_type" WHERE "django_content_type"."id" = 6 LIMIT 21
INFO 2025-01-13 22:11:14,927 middlewares 2025-01-13 22:11:14 | IP: 127.0.0.1 | Path: /admin/customUser/customuser/14/change/ | 0.026s | SELECT "django_content_type"."id", "django_content_type"."app_label", "django_content_type"."model" FROM "django_content_type" WHERE "django_content_type"."id" = 6 LIMIT 21
INFO 2025-01-13 22:11:14,927 middlewares 2025-01-13 22:11:14 | IP: 127.0.0.1 | Path: /admin/customUser/customuser/14/change/ | 0.026s | SELECT "django_content_type"."id", "django_content_type"."app_label", "django_content_type"."model" FROM "django_content_type" WHERE "django_content_type"."id" = 7 LIMIT 21
INFO 2025-01-13 22:11:14,927 middlewares 2025-01-13 22:11:14 | IP: 127.0.0.1 | Path: /admin/customUser/customuser/14/change/ | 0.026s | SELECT "django_content_type"."id", "django_content_type"."app_label", "django_content_type"."model" FROM "django_content_type" WHERE "django_content_type"."id" = 7 LIMIT 21
INFO 2025-01-13 22:11:14,927 middlewares 2025-01-13 22:11:14 | IP: 127.0.0.1 | Path: /admin/customUser/customuser/14/change/ | 0.025s | SELECT "django_content_type"."id", "django_content_type"."app_label", "django_content_type"."model" FROM "django_content_type" WHERE "django_content_type"."id" = 7 LIMIT 21
INFO 2025-01-13 22:11:14,927 middlewares 2025-01-13 22:11:14 | IP: 127.0.0.1 | Path: /admin/customUser/customuser/14/change/ | 0.025s | SELECT "django_content_type"."id", "django_content_type"."app_label", "django_content_type"."model" FROM "django_content_type" WHERE "django_content_type"."id" = 7 LIMIT 21
INFO 2025-01-13 22:11:14,927 middlewares 2025-01-13 22:11:14 | IP: 127.0.0.1 | Path: /admin/customUser/customuser/14/change/ | 0.026s | SELECT "django_content_type"."id", "django_content_type"."app_label", "django_content_type"."model" FROM "django_content_type" WHERE "django_content_type"."id" = 4 LIMIT 21
INFO 2025-01-13 22:11:14,927 middlewares 2025-01-13 22:11:14 | IP: 127.0.0.1 | Path: /admin/customUser/customuser/14/change/ | 0.025s | SELECT "django_content_type"."id", "django_content_type"."app_label", "django_content_type"."model" FROM "django_content_type" WHERE "django_content_type"."id" = 4 LIMIT 21
INFO 2025-01-13 22:11:14,927 middlewares 2025-01-13 22:11:14 | IP: 127.0.0.1 | Path: /admin/customUser/customuser/14/change/ | 0.026s | SELECT "django_content_type"."id", "django_content_type"."app_label", "django_content_type"."model" FROM "django_content_type" WHERE "django_content_type"."id" = 4 LIMIT 21
INFO 2025-01-13 22:11:14,927 middlewares 2025-01-13 22:11:14 | IP: 127.0.0.1 | Path: /admin/customUser/customuser/14/change/ | 0.025s | SELECT "django_content_type"."id", "django_content_type"."app_label", "django_content_type"."model" FROM "django_content_type" WHERE "django_content_type"."id" = 4 LIMIT 21
INFO 2025-01-13 22:11:14,927 middlewares 2025-01-13 22:11:14 | IP: 127.0.0.1 | Path: /admin/customUser/customuser/14/change/ | 0.026s | SELECT "django_content_type"."id", "django_content_type"."app_label", "django_content_type"."model" FROM "django_content_type" WHERE "django_content_type"."id" = 13 LIMIT 21
INFO 2025-01-13 22:11:14,927 middlewares 2025-01-13 22:11:14 | IP: 127.0.0.1 | Path: /admin/customUser/customuser/14/change/ | 0.025s | SELECT "django_content_type"."id", "django_content_type"."app_label", "django_content_type"."model" FROM "django_content_type" WHERE "django_content_type"."id" = 13 LIMIT 21
INFO 2025-01-13 22:11:14,927 middlewares 2025-01-13 22:11:14 | IP: 127.0.0.1 | Path: /admin/customUser/customuser/14/change/ | 0.025s | SELECT "django_content_type"."id", "django_content_type"."app_label", "django_content_type"."model" FROM "django_content_type" WHERE "django_content_type"."id" = 13 LIMIT 21
INFO 2025-01-13 22:11:14,927 middlewares 2025-01-13 22:11:14 | IP: 127.0.0.1 | Path: /admin/customUser/customuser/14/change/ | 0.025s | SELECT "django_content_type"."id", "django_content_type"."app_label", "django_content_type"."model" FROM "django_content_type" WHERE "django_content_type"."id" = 13 LIMIT 21
INFO 2025-01-13 22:11:14,927 middlewares 2025-01-13 22:11:14 | IP: 127.0.0.1 | Path: /admin/customUser/customuser/14/change/ | 0.025s | SELECT "django_content_type"."id", "django_content_type"."app_label", "django_content_type"."model" FROM "django_content_type" WHERE "django_content_type"."id" = 17 LIMIT 21
INFO 2025-01-13 22:11:14,927 middlewares 2025-01-13 22:11:14 | IP: 127.0.0.1 | Path: /admin/customUser/customuser/14/change/ | 0.026s | SELECT "django_content_type"."id", "django_content_type"."app_label", "django_content_type"."model" FROM "django_content_type" WHERE "django_content_type"."id" = 17 LIMIT 21
INFO 2025-01-13 22:11:14,927 middlewares 2025-01-13 22:11:14 | IP: 127.0.0.1 | Path: /admin/customUser/customuser/14/change/ | 0.026s | SELECT "django_content_type"."id", "django_content_type"."app_label", "django_content_type"."model" FROM "django_content_type" WHERE "django_content_type"."id" = 17 LIMIT 21
INFO 2025-01-13 22:11:14,927 middlewares 2025-01-13 22:11:14 | IP: 127.0.0.1 | Path: /admin/customUser/customuser/14/change/ | 0.026s | SELECT "django_content_type"."id", "django_content_type"."app_label", "django_content_type"."model" FROM "django_content_type" WHERE "django_content_type"."id" = 17 LIMIT 21
INFO 2025-01-13 22:11:14,927 middlewares 2025-01-13 22:11:14 | IP: 127.0.0.1 | Path: /admin/customUser/customuser/14/change/ | 0.025s | SELECT "django_content_type"."id", "django_content_type"."app_label", "django_content_type"."model" FROM "django_content_type" WHERE "django_content_type"."id" = 15 LIMIT 21
INFO 2025-01-13 22:11:14,927 middlewares 2025-01-13 22:11:14 | IP: 127.0.0.1 | Path: /admin/customUser/customuser/14/change/ | 0.026s | SELECT "django_content_type"."id", "django_content_type"."app_label", "django_content_type"."model" FROM "django_content_type" WHERE "django_content_type"."id" = 15 LIMIT 21
INFO 2025-01-13 22:11:14,927 middlewares 2025-01-13 22:11:14 | IP: 127.0.0.1 | Path: /admin/customUser/customuser/14/change/ | 0.026s | SELECT "django_content_type"."id", "django_content_type"."app_label", "django_content_type"."model" FROM "django_content_type" WHERE "django_content_type"."id" = 15 LIMIT 21
INFO 2025-01-13 22:11:14,927 middlewares 2025-01-13 22:11:14 | IP: 127.0.0.1 | Path: /admin/customUser/customuser/14/change/ | 0.025s | SELECT "django_content_type"."id", "django_content_type"."app_label", "django_content_type"."model" FROM "django_content_type" WHERE "django_content_type"."id" = 15 LIMIT 21
INFO 2025-01-13 22:11:14,927 middlewares 2025-01-13 22:11:14 | IP: 127.0.0.1 | Path: /admin/customUser/customuser/14/change/ | 0.025s | SELECT "django_content_type"."id", "django_content_type"."app_label", "django_content_type"."model" FROM "django_content_type" WHERE "django_content_type"."id" = 18 LIMIT 21
INFO 2025-01-13 22:11:14,927 middlewares 2025-01-13 22:11:14 | IP: 127.0.0.1 | Path: /admin/customUser/customuser/14/change/ | 0.025s | SELECT "django_content_type"."id", "django_content_type"."app_label", "django_content_type"."model" FROM "django_content_type" WHERE "django_content_type"."id" = 18 LIMIT 21
INFO 2025-01-13 22:11:14,927 middlewares 2025-01-13 22:11:14 | IP: 127.0.0.1 | Path: /admin/customUser/customuser/14/change/ | 0.025s | SELECT "django_content_type"."id", "django_content_type"."app_label", "django_content_type"."model" FROM "django_content_type" WHERE "django_content_type"."id" = 18 LIMIT 21
INFO 2025-01-13 22:11:14,927 middlewares 2025-01-13 22:11:14 | IP: 127.0.0.1 | Path: /admin/customUser/customuser/14/change/ | 0.025s | SELECT "django_content_type"."id", "django_content_type"."app_label", "django_content_type"."model" FROM "django_content_type" WHERE "django_content_type"."id" = 18 LIMIT 21
INFO 2025-01-13 22:11:14,927 middlewares 2025-01-13 22:11:14 | IP: 127.0.0.1 | Path: /admin/customUser/customuser/14/change/ | 0.025s | SELECT "django_content_type"."id", "django_content_type"."app_label", "django_content_type"."model" FROM "django_content_type" WHERE "django_content_type"."id" = 16 LIMIT 21
INFO 2025-01-13 22:11:14,927 middlewares 2025-01-13 22:11:14 | IP: 127.0.0.1 | Path: /admin/customUser/customuser/14/change/ | 0.025s | SELECT "django_content_type"."id", "django_content_type"."app_label", "django_content_type"."model" FROM "django_content_type" WHERE "django_content_type"."id" = 16 LIMIT 21
INFO 2025-01-13 22:11:14,927 middlewares 2025-01-13 22:11:14 | IP: 127.0.0.1 | Path: /admin/customUser/customuser/14/change/ | 0.025s | SELECT "django_content_type"."id", "django_content_type"."app_label", "django_content_type"."model" FROM "django_content_type" WHERE "django_content_type"."id" = 16 LIMIT 21
INFO 2025-01-13 22:11:14,928 middlewares 2025-01-13 22:11:14 | IP: 127.0.0.1 | Path: /admin/customUser/customuser/14/change/ | 0.025s | SELECT "django_content_type"."id", "django_content_type"."app_label", "django_content_type"."model" FROM "django_content_type" WHERE "django_content_type"."id" = 16 LIMIT 21
INFO 2025-01-13 22:11:14,928 middlewares 2025-01-13 22:11:14 | IP: 127.0.0.1 | Path: /admin/customUser/customuser/14/change/ | 0.025s | SELECT "django_content_type"."id", "django_content_type"."app_label", "django_content_type"."model" FROM "django_content_type" WHERE "django_content_type"."id" = 5 LIMIT 21
INFO 2025-01-13 22:11:14,928 middlewares 2025-01-13 22:11:14 | IP: 127.0.0.1 | Path: /admin/customUser/customuser/14/change/ | 0.025s | SELECT "django_content_type"."id", "django_content_type"."app_label", "django_content_type"."model" FROM "django_content_type" WHERE "django_content_type"."id" = 5 LIMIT 21
INFO 2025-01-13 22:11:14,928 middlewares 2025-01-13 22:11:14 | IP: 127.0.0.1 | Path: /admin/customUser/customuser/14/change/ | 0.025s | SELECT "django_content_type"."id", "django_content_type"."app_label", "django_content_type"."model" FROM "django_content_type" WHERE "django_content_type"."id" = 5 LIMIT 21
INFO 2025-01-13 22:11:14,928 middlewares 2025-01-13 22:11:14 | IP: 127.0.0.1 | Path: /admin/customUser/customuser/14/change/ | 0.030s | SELECT "django_content_type"."id", "django_content_type"."app_label", "django_content_type"."model" FROM "django_content_type" WHERE "django_content_type"."id" = 5 LIMIT 21
INFO 2025-01-13 22:11:14,928 middlewares 2025-01-13 22:11:14 | IP: 127.0.0.1 | Path: /admin/customUser/customuser/14/change/ | 0.025s | SELECT "django_content_type"."id", "django_content_type"."app_label", "django_content_type"."model" FROM "django_content_type" WHERE "django_content_type"."id" = 10 LIMIT 21
INFO 2025-01-13 22:11:14,928 middlewares 2025-01-13 22:11:14 | IP: 127.0.0.1 | Path: /admin/customUser/customuser/14/change/ | 0.025s | SELECT "django_content_type"."id", "django_content_type"."app_label", "django_content_type"."model" FROM "django_content_type" WHERE "django_content_type"."id" = 10 LIMIT 21
INFO 2025-01-13 22:11:14,928 middlewares 2025-01-13 22:11:14 | IP: 127.0.0.1 | Path: /admin/customUser/customuser/14/change/ | 0.026s | SELECT "django_content_type"."id", "django_content_type"."app_label", "django_content_type"."model" FROM "django_content_type" WHERE "django_content_type"."id" = 10 LIMIT 21
INFO 2025-01-13 22:11:14,928 middlewares 2025-01-13 22:11:14 | IP: 127.0.0.1 | Path: /admin/customUser/customuser/14/change/ | 0.026s | SELECT "django_content_type"."id", "django_content_type"."app_label", "django_content_type"."model" FROM "django_content_type" WHERE "django_content_type"."id" = 10 LIMIT 21
INFO 2025-01-13 22:11:14,928 middlewares 2025-01-13 22:11:14 | IP: 127.0.0.1 | Path: /admin/customUser/customuser/14/change/ | 0.026s | SELECT "django_content_type"."id", "django_content_type"."app_label", "django_content_type"."model" FROM "django_content_type" WHERE "django_content_type"."id" = 11 LIMIT 21
INFO 2025-01-13 22:11:14,928 middlewares 2025-01-13 22:11:14 | IP: 127.0.0.1 | Path: /admin/customUser/customuser/14/change/ | 0.026s | SELECT "django_content_type"."id", "django_content_type"."app_label", "django_content_type"."model" FROM "django_content_type" WHERE "django_content_type"."id" = 11 LIMIT 21
INFO 2025-01-13 22:11:14,928 middlewares 2025-01-13 22:11:14 | IP: 127.0.0.1 | Path: /admin/customUser/customuser/14/change/ | 0.026s | SELECT "django_content_type"."id", "django_content_type"."app_label", "django_content_type"."model" FROM "django_content_type" WHERE "django_content_type"."id" = 11 LIMIT 21
INFO 2025-01-13 22:11:14,928 middlewares 2025-01-13 22:11:14 | IP: 127.0.0.1 | Path: /admin/customUser/customuser/14/change/ | 0.026s | SELECT "django_content_type"."id", "django_content_type"."app_label", "django_content_type"."model" FROM "django_content_type" WHERE "django_content_type"."id" = 11 LIMIT 21
INFO 2025-01-13 22:11:14,928 middlewares 2025-01-13 22:11:14 | IP: 127.0.0.1 | Path: /admin/customUser/customuser/14/change/ | 0.026s | SELECT "django_content_type"."id", "django_content_type"."app_label", "django_content_type"."model" FROM "django_content_type" WHERE "django_content_type"."id" = 12 LIMIT 21
INFO 2025-01-13 22:11:14,928 middlewares 2025-01-13 22:11:14 | IP: 127.0.0.1 | Path: /admin/customUser/customuser/14/change/ | 0.025s | SELECT "django_content_type"."id", "django_content_type"."app_label", "django_content_type"."model" FROM "django_content_type" WHERE "django_content_type"."id" = 12 LIMIT 21
INFO 2025-01-13 22:11:14,928 middlewares 2025-01-13 22:11:14 | IP: 127.0.0.1 | Path: /admin/customUser/customuser/14/change/ | 0.026s | SELECT "django_content_type"."id", "django_content_type"."app_label", "django_content_type"."model" FROM "django_content_type" WHERE "django_content_type"."id" = 12 LIMIT 21
INFO 2025-01-13 22:11:14,928 middlewares 2025-01-13 22:11:14 | IP: 127.0.0.1 | Path: /admin/customUser/customuser/14/change/ | 0.025s | SELECT "django_content_type"."id", "django_content_type"."app_label", "django_content_type"."model" FROM "django_content_type" WHERE "django_content_type"."id" = 12 LIMIT 21
INFO 2025-01-13 22:11:14,928 middlewares 2025-01-13 22:11:14 | IP: 127.0.0.1 | Path: /admin/customUser/customuser/14/change/ | 0.027s | SELECT "django_content_type"."id", "django_content_type"."app_label", "django_content_type"."model" FROM "django_content_type" WHERE "django_content_type"."id" = 14 LIMIT 21
INFO 2025-01-13 22:11:14,928 middlewares 2025-01-13 22:11:14 | IP: 127.0.0.1 | Path: /admin/customUser/customuser/14/change/ | 0.027s | SELECT "django_content_type"."id", "django_content_type"."app_label", "django_content_type"."model" FROM "django_content_type" WHERE "django_content_type"."id" = 14 LIMIT 21
INFO 2025-01-13 22:11:14,928 middlewares 2025-01-13 22:11:14 | IP: 127.0.0.1 | Path: /admin/customUser/customuser/14/change/ | 0.025s | SELECT "django_content_type"."id", "django_content_type"."app_label", "django_content_type"."model" FROM "django_content_type" WHERE "django_content_type"."id" = 14 LIMIT 21
INFO 2025-01-13 22:11:14,928 middlewares 2025-01-13 22:11:14 | IP: 127.0.0.1 | Path: /admin/customUser/customuser/14/change/ | 0.025s | SELECT "django_content_type"."id", "django_content_type"."app_label", "django_content_type"."model" FROM "django_content_type" WHERE "django_content_type"."id" = 14 LIMIT 21
INFO 2025-01-13 22:11:15,348 middlewares 2025-01-13 22:11:15 | IP: 127.0.0.1 | Path: /admin/jsi18n/ | 0.028s | SELECT "django_session"."session_key", "django_session"."session_data", "django_session"."expire_date" FROM "django_session" WHERE ("django_session"."expire_date" > '2025-01-13T22:11:15.088835+00:00'::timestamptz AND "django_session"."session_key" = 'tdwrjqgmd2417aa67y9c2ec5lctp96a3') LIMIT 21
INFO 2025-01-13 22:11:15,348 middlewares 2025-01-13 22:11:15 | IP: 127.0.0.1 | Path: /admin/jsi18n/ | 0.027s | SELECT "customUser_customuser"."id", "customUser_customuser"."password", "customUser_customuser"."is_superuser", "customUser_customuser"."is_staff", "customUser_customuser"."username", "customUser_customuser"."email", "customUser_customuser"."first_name", "customUser_customuser"."last_name", "customUser_customuser"."nickname", "customUser_customuser"."is_active", "customUser_customuser"."date_joined", "customUser_customuser"."last_login" FROM "customUser_customuser" WHERE "customUser_customuser"."id" = 1 LIMIT 21
